Username,Review,airline
nicholas h,around december that time i remember i am late for my flight and the kiosk machine is close and i ask the staff of airasia to help me check in but the staff told me to check in using kiosk and i told her can not check in . she ask her colleague to help me check in and the…,airasia
Eric Y,I had the pleasure of flying to Langkawi on Air Asia. Nice short hop from Penang. It has always been an efficient experience for me when flying Air Asia. Unfortunately I witnessed a nasty family that created a minor ruckus with the seats they had as we were about to take off.…,airasia
Yuliana F,"My husband, my boy and I traveled from Kuala Lumpur to Johor Bahru to have a short holiday..with flight AK6051 at 09.55 am.. My son is just 2.5 yo..we still teach him to sit by his own and not to feel afraid.. 3 stewardess (Nurulain, Eqin, I don't know the other 2 names) and 1…",airasia
Kasun S,"I booked the ticket on line, I wanted to change the date. It was a totally nightmare. Contact ability was not there. If you 100% sure and definite to travel but if to be changed. Then they you really uncomfortable. Never recommend to fly with them",airasia
Richard B,I fly regularly with Air Asia because it is consistently cheaper than competitors .I understand that this is a budget airline and so I hone my expectations accordingly If I am a delicate soul and require a fluffy blanket and a sleep mask then I can pay an extra $ 200 and buy…,airasia
vietnamunclebobgin,They want you to do everything yourself kiosk print your ticket/bag tag-- ONLY 3 people at bag drop off- long wait- Cattle call boarding-- stampede.No leg room-- NO in flight beverage service- NOT 1 DROP OF WATER!!! Pay for everything extra-- if they serve it at all.Wrong…,airasia
Robert O,"Would appreciate if they would serve coffee, tea or at least water when a flight is delayed. Especially considering flying time to Bali is over three hours and they want you be at the airport three hours in advance. Moreover they know that going through immigration and security…",airasia
fortravel885,"Had a very satisfactory flight from KL to Osaka on new year day. Booked our seats wrongly which is middle seat, was not happy with my own mistake, requested flight Steward to change us to window seats, he was very helpful and friendly, thanks to the flight Steward, we have…",airasia
SpecialEnv,"Incredible experience, the best budget airline. I bought ticket just 3 days before departure and got very economical fare for a group of 3 travelers. Ordered meal as well which was also very delicious.",airasia
abc,"Ive experienced the apathy, insensitivity and 'do not care attitude of aa many times'. No more. From now on ill fly with a 'full service carrier'.",airasia
Robert499,"I used AirAsia Last Night On a Flight From Ho Chi Minh to Perth , Stop over in KL , From the Time I Checked in The Service Was Fault Less All The Check in Staff And Cabin Crew Were Very Obliging Friendly and Nothing was a Problem in Helping , After Switching in KL I Upgraded to…",airasia
Tony W,"Once again AirAsia has proven to us why it’s our favourite airline in Asia. The check in at Johor Bahru was effortless, even at the self serve check in kiosk. If you needed help there was a friendly staff member offering assistance. Bag drop and security were no problem and the…",airasia
Pramod Kumar Aerath,Travelled on Janauary 2019. First of all the Flight was not full. There were lot of empty seats. Without knowing during the check in and info we were given emergency seats which was so congested for us and especially for my mom who is above 60 years. So we requested whether we…,airasia
Dipankar Das,While returning from Siem Reap on 21st December 2018 I had this connecting flight on AirAsia AK13 to depart from Kuala Lumpur to Chennai with ETD at 09.35 PM and ETA at Chennai being 10.55 PM on 21st December 2018. I had booked a flight out of Chennai departing 22nd December…,airasia
Tony Norman,"Simply - you get what you pay for. The ticket was very reasonable and for that you get... A SEAT. Nothing more, nothing less. Everything else is on top.... As long as you know that you wont go wrong. Staff were helpful and pleasant. A very good budget airline and flight.",airasia
Chandram81,"It was great flight with in the budget Cheap price at great flight services. I have traveled Hyderabad to Vietnam, at cheap price (12k round trip) Staff was friendly Food was nice Toilet was clean. DO Not expect entertainment. No power socket to charge phone / camera",airasia
Skaramoosh,"I have been flying Airasia each time I return to this part of the world. But each time I find the fares are spiking. I must admit that the have a kind of 'monopoly' on the amount of flights in and out and around South East Asia, and they know it! I usually travel with a hand…",airasia
eunyoung m,"This company extorts money in an unfair way. I considered adding extra baggage to my journey, but in the online process, I changed my mind. However, there is no ""cancellation"" option, only ""back"" and ""next"". Usually in the end of online purchase like ebay or amazon, there is…",airasia
rjc2017,"First experience flying with Air Asia, a low cost airline for this slightly over an hour flight. We received the efficient service of the check-in staff and cabin crew, the comfort and safe feelings delivered by the pilot. Cabin is clean and seats are reasonably spaced for…",airasia
master_mazeen,With due respect AA is cheapest airline in Malaysia. Most of AA's flight always delayed almost 1 hour. Sitting super compact and not ergonomic. Its ok for short distance (flight one or two hours time).,airasia
WenHaoBong,"Compare to others, Airasia will shown the exact charge while you search for flights, included airport tax and certain charges. Standard management and handling. Smooth process during check in and boarding. Clear instructions for online check in",airasia
drool,Not sure how it can continuously win the best budget airline. On the ground staffs in Penang airline are so confused where they made my family and I go back and forth between the electronic kiosk and counter to check-in a luggage. We were fine with either but the staff's…,airasia
Mark D,"I Had booked a flight from Guangzhou to KL... then to Penang. As I was refused entry to China while in transit, I had to re-book my flight from Hing King. The second leg, was to Penang and it was full... I had paid for 2 seats.... and then, I had to buy these same seats for a…",airasia
Caryn Jen,"The reason most of us fly with Airasia is not because they have excellent service or comfortable but because they are cheap. Assuming if you do not take any meals, seat, insurance and baggage, Airasia is the most cost effective among all airlines. From my many flights…",airasia
Thean,"Airasia has always been my flight transport option ever since I was eight. They've got everything we need, in-flight meals, shopping, wifi and even quiet zones (haven't tried it, but hey, nice feature!). Recently, I've flown to Vietnam, and upon landing was the smoothest and…",airasia
Mark D,"After Being denied a ""transit visa"" to travel from Hong Kong to Guangzhou, and then to Penang I was forced to buy another ticket (on 22/12). This low cost airline sold me a ticket (which included the seat from Kuala Lumpur to Penang, that I had previously purchased). I was…",airasia
utfuykjyh,"THE WORST AIRLINE BY FAR. For the people that runs this ""airline"", low cost means NO service, bad and incompetent staff, automated low efficient check ins, rude and racist staff (some of them), flights getting late and lost baggage. I got in time for the automated checked…",airasia
Matt,"I am once again left disappointed with Air Asia. Both flights to and from Male from KL (AK72 and AK73) were late. For the flight to Male, the plane was ready and all passengers boarded with ample time, but we were all just left waiting . For the return flight back to KL from…",airasia
Rog G,"By the time you add the fee to select “better” seats ( still basically the same seats as everywhere else) you may as well fly with a proper company who at least will water and somewhat feed you and keep you warm. One good thing though, they haven’t got around to charging you to…",airasia
Widad N,"Everythings going smooth from checkin to arrived. Its a short flight anyway, i always admire airasia for their quality standart. Hopefully there will be no accident or cancellation during my next flight with airasia",airasia
Ron N,"3 1/2 hrs late departure with no good information from desk. Several calls for change of departure terminals, but nothing re our flight. After almost 3 hrs they brought a case of water and some kind of wrapped cake. Boarding, when it finally came was a total mess. We had…",airasia
Stay_with_lily,"I know this is a budget airline, but it does not need to be a cheap airline. First of all, the staffs are not friendly at all, they just keeping making their customers very inconvenient. For example, the restroom, there is one in the front and one in the back, they only allow…",airasia
Scott C,"Due to traffic and huge crowd at airport, we missed the bag check in deadline even though we arrived at KLIA2 two hrs before departure time. AirAsia had travelers for 4 countries line up at the same windows... which we felt is very inefficient and made progress very slow. …",airasia
Global09876,"Hi The Phnom Penh airport departure board was displaying the incorrect information. We had already check in online earlier and only need to verify the documents at the counter. So we went to the counter with less queue, So as to the passengers queing behind us. When it is our…",airasia
sanjaynathan,"What else I can describe..if they make changes , understaffed, not giving the correct information and not flexible..we need to accept, but based on those issue we ask for help they would only entertain cash based discussion. I taught it's fully my mistake of missing flight but…",airasia
Mark S,"There are many ways to get from Singapore to Penang, but an AirAsia flight is one of the easiest. The flight left on time, it's a low cost carrier so there is no food or drink provided, but you can take your own. The seats were fairly comfortable, though not much leg room.…",airasia
Srinivas_63,"I traveled with friends from Hyderabad to Siem Reap via Kualalumpur on Air Asia flight. The flight was a reasonably new one. The seats were cramped to accommodate more passengers. I purchased an exit row seat, for which the leg room was good. The cushion was provided for the…",airasia
Trixie Dwayne ,Air Asia malaysia is always my way flight on way back home cause anywhere i go seems kuala lumpur is a cheapest ticket i can get on way back to philippines from shanghai or thailand in between crossing country kuala lumpur has its low price iether manila to Kl then shanghai so i…,airasia
Alex O,"Spent a bit more on the flight due to last minute booking - total around RM1100 for the full service - flight, pre selected meal, seat selection etc. Hope one day Air Asia will flight direct from Penang to Bali",airasia
staffifer0211,"After a 13 hour layover in Kuala Lumpur, following a 6 hour flight. We then embarked with AirAsia on a 9 hour long haul flight to Sydney, Aus. Such poor poor service. Some of the staff were remotely polite, most rude and somewhat abrupt with us. None of the usual luxuries you…",airasia
Tan S,AsiaAir fare for this flight is very cheap and clean. The crews are helpful and friendly smile always. Flight landing is smooth. We are early than schedule but have to wait for nearly ~13min for our gate as there is another plane parked. Overall a very pleasant flight! We…,airasia
yangrizal,This is my first time fly with airasia to banda aceh. The flight is comfortable and smooth. The flight cabin crew is friendly and good. I myself enjoyed my flights with airasia. Thanks to airasia that bring me to banda aceh recently.,airasia
yangrizal,This flight is the best low cost flight ever. Thanks to airasia that allow us to fly to kuching recently at low price. The stewardess also very friendly. I love to fly next time with airasia. Now everyone can fly.,airasia
Raz20000,"Amitt the flight attendant was possibly the rudest, most illiterate person to be employed by any airline. We had just boarded flight AK6132 on 18 December 2018. Before we started moving, my wife was finally able to get through to our hotel to request our free shuttle pick up at…",airasia
Ruzaidi A,"The self check-in machine did not work properly and the queue became too long and no air asia staff to guide all passengers. At last, we decided to go to counter and need to queue again. Overall, it tooks us nearly two hours to check-in.",airasia
JerryJVN,"Our group of 20+ recently visited Penang for a short trip and for our return flight back to Thailand, we had a nightmare with the check-in staff at AirAsia Counter29. She totally ignored us and just focused on calling late passengers for other flights. We arrived at the airport…",airasia
KHALIQ M,"Budget Airline on time service, modern fleet of Aircrafts, helpful staff n crew. Separate terminal in KL",airasia
Sivananda Kumar K,I find Air Asia service to be excellent. On my recent flight I made a mistake checking my bag and it was lost. Thanks to Air Asia all-star crew they found my luggage and I was able to continue with my holiday,airasia
joeyloke,"Am proud to be a Malaysian as we have launched such a successful budget airline and yet you wont really feel so low budget. Airasia is an epitome how business should be done, low cost and yet, you have options and its fun! Stepping in to an AA's flight make you feel good to see…",airasia
MichelleLow,"I have to confess, I’m not a fans of AirAsia before this trip. As Johor - KL is a short distance and the cost of flight is more worth for me to take a flight than bus for 5-6 hours journey. I had heard about the Nasi Lemak on AA flight is one of the best among all the food on…",airasia
NJH,"Whenever I’m traveling, whether long or short distance, comfort on airplane is something I didn’t and won’t look for, hence I settle for economy at promotional price $30 return flights. If you are similar, I would recommend to take this flight. Have a nice trip!",airasia
chery1985,"Booked our ticket during promotion period. I've got 0 fare based. Every time i want to fly, will use AIRASIA. Easy to booked ticket, check in thru online, upgrade our seat, booked our meals, luggage. 2018 i use to fly from Kuching - Kuala Lumpur, Kuala Lumpur - Yogyakarta, Kuala…",airasia
lannykay,I can say it now that I've seen it. AirAsia makes a lot of money off passengers who have missed flights by making them pay massive penalties to be put on the next available flight. The penalties are designed to be just a little bit less than buying a new ticket. We missed our…,airasia
JJV_RMO,Flight was late by 7 hours and the steward was a rude guy. Also had a connection with them from Kuala Lumpur to Kochi. A glass of water was priced at 4 MYR. Water is a basic necessity of a human when travelling 4 hours on international route. They dont expect us to drink tap…,airasia
Gerald D,"The airline is efficient, professional, and its equipments appearance is clean, fresh, and new. The boarding was efficient, the online service was friendly and efficient, and the food was simple and tasty.",airasia
kaylahmax,"Although cheap it is not an airline I would take in the future. When you are 30,000 ft above sea level the last thing you want to do is to pay for the basics.",airasia
JVL Bob,It was one my life worst night mare flying Air Asia from Kuala Lumpur to Visakhapatnam (VTZ). I have check in my luggage and given the Boarding pass. While entering the Airport we had the regular Security screening and removed from belt to shoes. After that we went through the…,airasia
Cheongteh P,I booked and pay the trip to and from KL to Hatyai 2 months in advance. One month before departure date l received a note From airAsia that my flight has to be postponed for no reason. I was given the option to get full refund or change to my flight within 14 days. I have great…,airasia
SurfingWild,"I am a very frequent traveler on Airasia having lived in Malaysia for twelve years. This was the first leg of a trip to Osaka, Japan with a change of plane in Kuala Lumpur. However, the plane was delayed by two hours due to bad weather, creating worry for us as to whether we'd…",airasia
simontoh,Flight take 1.45hrs. from KUL to Phu Quoc. Smooth flight. Only for the return due to weather that obstruct the landing. Going round for about 25mins and finally get landed. Phu Quoc Vietnam Int. airport for International departure do not have food outlet for Gate 6. Their…,airasia
Alan_Bligh,"The flight departed on time. The cabin in superb condition. The four crew were friendly with great customer service. Pre-booked the Roast Chicken with Pesto sauce which was way too salty, not good at all. Also received a complementary meal of Fried Rice as I booked a hot seat…",airasia
AL'BINA,"I understand that Airasia is a low cost company but comparing to other low costs it is just awful. They do not provide any food or snack or entertainment but that is not so critical, the problem is their airport staff. They are just awful, not competent,rude and behave as if…",airasia
Darshana Ratnayake,I went from sri lanka to kuala lumpur. The flight was late one hour from fri lanka. I asked from sri lankan airport that i hv to get next flight from KL and will it be a problem. They said @ KL airasia trasfer me to next flight so dont worry. Anyway i missed to get the next…,airasia
cabz,"We booked a MNL-DPS-KUL-MNL flight. All flights have been on time, and crew are very friendly. Overall a good experience with AirAsia.",airasia
Gin Lim,"Very comfortable flight going and (especially) back to Kuala Lumpur. Good pilot skill, punctual for both flight. Coming back to KL arrived earlier. Nasi lemak my favorite, but too salty the sambal. if possible to reduce saltiness, will be perfect.",airasia
GlobetrotterTwo,"Flying 30min flight from Penang to Langkawi last week. Flight departed over 3 hours late from Penang - no explanation, compensation or refreshment offered.",airasia
Dian Maya,"I booked two tickets earlier this year, and surprisingly both are having issues. Let me elaborate further. 1. My booked ticket to Bali is cancelled (without me knowing, without any notification, no emails, no nothing) due to declined payment in September. I bought it with…",airasia
crabaste,"very limited space for legs, too many sales announcement and very loud during the flight; I will try not too take anymore",airasia
Kay C,"We bought return tickets in early March 2018, flying from Kuala Lumpur to Osaka in end October 2018. There were 2 cancellations made by AirAsia without notice or whatsoever. Both had no notice or email given until we noticed the changes ourselves when we were on the website. …",airasia
ruvisen,Wish there was a minus rating in TripAdvisor as i really need to rate this airline to may be -100. Terrible everything. I booked my flight on an online agency and i got the tickets with a mentioning no “add ons”. In no where in the ticket or in the confirmation email i got there…,airasia
Tomocomoto,"I do understand this is a LCC airline but its customer service was poor. I bought a Premium Flex to get a seat in quiet zone where kids under 5 (I think) cannot be seated. That wasn't my case, there was a kid just behind me. I complained this situation via email but they just…",airasia
Sandra C,We had major problems when we booked. Unable to get through to speak with anyone to sort out the problem. Got to Penang and went to the office. Had to buy another ticket!! Got to Langkawi airport and was informed our suitcases would be arriving in Melbourne a day after we…,airasia
Carlene A,"Smooth flight, excellent service and very good food as opposed to another major company on another recent flight overseas. Considering this is a no frills airline it provides all you need for a short 8 hour flight. With the change of Departure airports in Victoria to Avalon in…",airasia
Danil,I was on a flight from Kunming to Koala Lumpur and luckily for me it was with AirAsia. The stewardesses were so attractive and in such beautiful clothes... I wonder if girls have to win a local beauty contest to get a job in AirAsia? it really seems so. The stewards looked…,airasia
旅游大圣,"I always like to travel on Air Asia X plane because the seat is more comfortable compared to Air Asia planes. The seat is more comfortable, and you can walk around when you feel bored. I just hope that those route that are 4 hours in flight time which currently using small…",airasia
Angelo Hamid,"I always love AirAsia! the deals are great, the food is good and the overall service is appreciable! I choose AirAsia for all my flight around Malaysia",airasia
FancyFree007,Was validating at klia2 on 1/11 at 8.30 am and was faced by a very glum Carmen KM Hon. my husband wished her ‘good morning’ but she ignored him even though we know she heard! And my friends who were also in line tried to make her smile but no such luck. We like using air Asia…,airasia
John F,I had a ticket from Kuala Lumpur to Auckland via Gold Coast Austrailia. The ticket was purchased through a consolidator KIWI.com (they are Russian not New Zealanders). The ticket was split in 2 with a one hour layover in Gold Coast. I had both valid boarding passes. The…,airasia
pierre m,"cheap but no service on board if you did not buy in advance , to buy a bottle of water you have to pay in cash MYR or pay mjnimum over priced for water... leg room ...no ,you better get the app to web checking as it save you the ""cohue"" at airport",airasia
Gow,I flew ICN to KUL on the AirAsia over night flight. The checkin was awesome. The plane was fairly new. I didn't pay for luggage ax under 7kg and no meal as it was a red eye flight. I have had food on thier flights before and are good value meals. AirAsia are a great cheap budget…,airasia
sermar99,"We were amazed. 8.30 hours and you have nothing at all. Even water you have to pay for. NO screens...nothing to do, at least you pay. They charge for tablets so you can watch a movie. the seats are very close to each other. I am 1.80cm and was not very confortable. We did…",airasia
Bruce C,"When travelling to the Gold Coast I have flown with them several times. The aircraft are all new, the service is good, they have always been on time. The flight is only three hours so you can take your own snacks and their prices are very competitive. Would recommend it as a…",airasia
Hamza O,"The flight was the worst i ve got The plane was so old Imagine , you should pay to eat in plane honestly i never had that before Anyway i didnt like it at all Return was so bad as well !",airasia
Irvine Chin,"Have been flying with airasia since the day I started traveling around the globe. Tried various country budget airline, must admit that AirAsia Malaysia is at the top of the game. Definitely value for money. I have always been lucky to board the nicer plane I guess, looking…",airasia
GiuliaManfrini,"i have booked my flight with a third party and afterwards i called airasia via phone to add sport equipment to my booking. extar baggage was charged at the phone, however after have repeated 10 times to the girl at the phone that i need to book sport equipment, she booked me a…",airasia
Nicolaj L,"Booked a flight for a specific date, and lal of a sudden, after I was charged, it changed the date to the day after. No help via live chat, Facebook, email or at the airport. Will not recommend this unprofessional company",airasia
Sean B,"My partner and I are very frequent flyers, and I feel that the experience we just had with AirAsia was very unprofessional and disappointing. Firstly, we arrived on board of our 5 hour flight and there was no in flight entertainment... no biggie, we're used to keeping ourselves…",airasia
iaminbrisbane,"Had to visit home in Taiwan for a week (from Shanghai) then to Bali, so I couldn't pack super light. But i managed to have my carry-on sized suitcase weigh just a little over 7kg! (less than 8kg!) and I also had my regular size backpack with my personal stuff like small jacket,…",airasia
jmiele3,"Most boneheaded airport staff, completely unempowered to do anything but ""sorry for inconvenience"". Ten days and refund is ""under review"". No way to contact anyone with authority. Customer service empowered to do precisely nothing. Ironic that I booked this flight due to…",airasia
bukitlist7,"Checkin was terrible. Jaw dropped as the staff individually scaled with home scales carry on bags at boarding pass, it was pathetic but entertaining as travellers went spazzy at the airline staff. Big airport; thought we was walking home, took 18min to get to plane. The plane…",airasia
Looy2u,"Our flights started with being delayed followed by being cancelled, both flights there and back, when we were given the new flights the seats that we had chosen and paid for had not been allocated to us again for both flights, after many emails (they're not keen on speaking with…",airasia
The Blind Traveller,"I am an independent, active, legally blind person who travels a lot. I flew AirAsia Premium Flat Class. AirAsia is the first airline I have flown that basically said to me they would prefer I have my own assistance person travel with me. The only assistance offered was in KUL…",airasia
EricWoon5385,Air Asia is the only carrier serving KL to Chiang Mai. During departure there is a slight delay but all is fine with the friendly crew. Was very happy to get a brand new aircraft in A320 Neo.,airasia
Culture822122,One of the worst airline I have travelled with. Will never recommend as poor instructions of how to check in luggage. Had to queue in 3 different queues for check in and their staff was the least helpful ever. Definitely deserve to go bankrupt if they do!,airasia
KhaldonPaull,Worst airline I have ever flown with. I know they are a budget airline but this does not entitle them to treat you like you just crawled out from under a rock. They made mistakes with our meals on the flight to Vietnam. We then got 3 meals on the first leg of the trip home and…,airasia
VIP-PHUKET,"1. staff do not smile at check-in and at boarding... 2. i ask to change my seat because i am old man and tall man 1.95m, before near window, i ask aisle seat... ""Impossible"" they answer me, only if i pay a special seat because all the seat are full... i come in the plane, they…",airasia
Klive Hunt,"Have done a lot of flying over the years with many airlines. AirAsia, this is one airline I'm happy to travel with, as long as the price is right, as it is most of the time. Service in and food service was great, at very reasonable cost.",airasia
I E,"O booked the above mentioned flight and chode the option 1. which includes a checkin bag and a meal. On board I fid not get any meal and the flight attendant, who was unfriendly, insisted that she has no evidence that I paid for a meal. I really felt cheated. Not because of the…",airasia
sophiaforeveryoung,Except the time is really early to KL and I have to wait 2 hours for catching the first subway in the morning.Everything is excellent.,airasia
lukasdovolena,"Airasia becoming like low cost airlines in Europe. Delay, service sucks and mess in the aircraft. Even when I paid premium flex they still treat me as the s..t. Priority bags arrived after 30 other bags. Obviously without priority sticker.",airasia
geeshariff,We had web check-in but the provided kiosk at the airport would not scan our QR Codes. The Check-in Counter at U lane in KLIA2 was not very well signaged and we had to enquire from the lady that was managing the lanes. She was rather sour-faced and curt with her reply. Not a…,airasia
Parimala A,"Had a pleasant flight journey to Perth with my baby thru Airasia X. The flight was on time, boarding was super fast, airline crew were very polite and attentive. Food was super delicious. Pak Naseer Nasi Lemak, Kung Puo Chicken. Will recommend this Airline for those who are…",airasia
DBART1990,I have flown AirAsia lots over the years and I have always been very impressed with them. This trip to the Maldives was made possible due to the cheap ticket price (approx 300GBP) which would have otherwise been double if it was a direct flight. Efficient and pleasant service…,airasia
Maizatulliza Z,The cabin crew was very helpful and cheerful. The pilots were fantastic - we took off & land smoothly unlike other experiences before. The food was fabulous & just of the right portion. The only set-back you have to use your own device for in-flight entertainment.,airasia
Kevin T,"AirAsia has NEVER FAIL let me down. I believe that is the only thing it is consistent. “CONSTANT DELAY” should be its tagline. I am writing this because this is not my only experience. Most of my experiences with AirAsia ended like this! Worst of all, NO SINCERE APOLOGIES…",airasia
Bhavin-joshi,The check in process was extremely pathetic. Inadequate number of self check in counters that were kept open. Manning of these counters was poor. The queues were merging and the whole scene was chaotic!,airasia
Bhavin-joshi,The self check in queue was very long and very tiring. There should have been more counters. The baggage at Penang took forever to come. The flying time was 40 minutes and bags took almost about half an hour to come. The wait at the belt was endless.,airasia
Manfei H,"Very unclear instruction and announcements on flight, which make me miss the immigration counter when I arrived. On ground staffs are very helpless and not willing to help. Though it is the cheapest and most frequent flight from HK to Malaysia.",airasia
Rina R,"the flight had a technical problem and has been fixed for 6 hours and 20 minutes. what you get is only, little lunch and a bun. stewardess are not friendly at all.",airasia
janetwht,"Extremely inflexible. Did 2 separate bookings for my Husband and I, each for baggage of 20kg. My hubby did not even use any of his allowance while I exceeded mine by 3kg. had to pay for excess luggage fare. Does not make any sense, simply because we did separate bookings so the…",airasia
Ian B,"Been using this service for years - still great - no bells and whistles - but the planes are modern and I feel safe. Recently Air-Asia have been playing games with the booking system, real shame. Eg Booking via the phone app often costs more than booking online via a browser.…",airasia
KuanHsi,"I recently pre-booked a flight with my family to XiAn with this airline and have paid in full. Weeks later, an email came notifying me in a change in flight timing from 8pm to 1am. There are 2 options: Change flight or accept the flight. I tried changing the flight by calling…",airasia
Mimm57,"I am speechless with this airline. they took $2500.00 form my PayPal after sending me the wrong tickets and charged me double the price!! I waited 7 hours in a queue in their customer support only to be cut off !!! I have tried ringing, I have had all those emails saying they…",airasia
emma S,everyone was having fun on this flight. the attendants were very happy and jovial and friendly. We all enjoyed our flight.,airasia
Camper745625,AirAsia is boring to fly with. In the interest of lower prices they have stripped out any semblance of enjoyment.. Meals are served almost on takeoff and their system is so basic. The staff are under pressure to get it served and cleaned up again. Then there is KLIA2. It’s a…,airasia
JammySurti,"Dont let the cheap ticket fool you. They will skin you for everything including a glass of water. The fine print which is buried deep, will crop up to inform you that you cant do anything without being slapped with a hefty fee for it. Not even the basic 15 kg. of luggage which…",airasia
sharhZA,"Travelled few times with this airlines. Check in process is smooth. But can't help it and as expected, flight delayed to and fro Jogja. While boarding, it's not really helpful for family travelling with kids since no priority lane whatsoever related to this. Can't expect more.",airasia
KK C,"Now everyone CAN fly. But if you have in excess of 7 kilo hand held luggage, you will need to pay extra, if you have long legs, best to opt for the HOT seats in the front ( extra cost of course ). The meals available for sale on board are actually very good. Thanks to AirAsia,…",airasia
Yunhee J,The worst airline I have experienced. Definitely won't take it again. Even the price wasn't cheap compared to the service they provided.,airasia
rendy369,The flight was fine. I didn't book in-flight service this time but I did in the past. It was good value for money. I hardly get delay whenever I board this airline either for domestic for international routes.,airasia
Kirsteen D,"Both my flight there and back were on time to board and leave and landed and disembarked ahead of schedule. Comfortable, short flights with catering available if you wish.",airasia
akmalasyiqiena,"The fare was fairly cheap for a last minute booking (I booked 1 day prior). No delay this time, however they put confusing boarding gate info in my return flight, the gate on the notice board and that written in my boarding pass was different (the real one was the one on the…",airasia
madocznavera,"it was not so warm at the reception of the airoplane entrance. as thoguh we were boarding a bus. when i found my seat ..to my utter disgust, there was dry vomit / spillage on the sides. i brought this matter to the steward. he took a peek and said, ""aaah takpe...dah kering. and…",airasia
Travel and food are my best interest,Flight was nearly missed with the clearance taking more than an hour. The usual was only less than 20mins.,airasia
Bender M,"We usually fly AirAsia to Bali and they are generally quite good for a budget airline. However this time, I’d paid for seats towards the front of the plane but only on boarding did I realise that they gave us completely different seats at the back of the plane. Now if I hadn’t…",airasia
deffanie,Travel by road takes aproximately 5-6 hours to sandakan but if takes airplane definitely only takes 45minutes. Cabin crew takes on their responsible although it was just a short flight . Still distribute our meal and we have our breakfast just in time before landing.,airasia
ravindranraman,I did expect this budget airlines to have less perks than the full flight one but not to this extend. - Non Usage of the skybridge even when it was readily available in Penang - Mothers and elderly needs to walk up staircase into the airport - Instead of providing the stroller…,airasia
Amy-Jane N,"Check in was extremely slow and we couldn't see any good reason for it to take so long. Despite the fact it was a low cost airline, on an 8 hour flight there was no tv which we were very shocked at. The staff were great which was probably the only good thing. Will not be flying…",airasia
Nic K,We fly Air Asia from Melbourne to KL - ??? all the time and have never had an issue. I love the price of the flights and it means we can go overseas far more frequently that if we used a higher cost airline.,airasia
Ali J,"worst irresponsible commercial Airline. I'm a frequent flyer around the world. I was supposed to travel with AirAsia recently but the worst thing happened. They denied me from checking in, claiming it is a visa issue related to a transit that I should not expect to care about…",airasia
Iris T,"It was bad. No leg room at all. I am not sure if they are following the regulations for this. If even little bump happens, someone will get hurt. It is a budget airline, but they should not pack people like this. It was only 45 minutes flight, but still I did not feel good at…",airasia
Kay Z,"The best low cost Airlines,friendly crew members , clean, new seat , nice food purchase on board and clear a announcement by pilot / captain .",airasia
MichelleElise79,"AirAsia announced on July 2018 that they will change their operation from Tullamarine Airport to Avalon Airport. As its inconvenient and requires long hours of travelling, I've decided to made a full refund. It has taken more than 2 months to resolve my refund case, their…",airasia
Devansh Goyal,I accept that this airline offers amazing prices. I cannot find a better price but the services offered by them are terrible. 1. None of their flights include check-in luggage which is usually priced high. 2. The meals sold are not worth. They taste awful. 3. They only offer…,airasia
Aaron A,"ok, back of the plane, very friendly employees/air hostess - slept through the flight, food not that bad for the money",airasia
duuuudi,"Sorry to saw that them services are become very bad, we fly twice with them this year through terminal klia2 the worst airport , no services, no helpful, no respect , for the flight time as usually delayed",airasia
Pam M,"I pay for luggage protection my new backpack was open, all of my stuff around, and they dont response to any of my mails, don't fly with them, and my flight was delayed",airasia
febonet74,"They cancelled the flight to OSAKA on september 9, 17 hours before departure, after having allowed the customers to complete online check in and they did not set ANY PHONE hot line to assist the customers who found their flight is cancelled at 9.16 PM of a saturday night! online…",airasia
bapjan,Terrible ground support Just about manageable on board service Terrible pre-paid meals on board No facility of providing drinking water unless one buys a bottle of 350ml for 6 ringits,airasia
kkongls,"no kidding. that's airasia's expressed value and it shows in the service you get in its flights. the crews are there to do their jobs - i presume to fulfil some KPI's, and you are a mean to that end, at best, or worse - a hindrance. while i understand that i don't deserve…",airasia
Marc C,"This was a VERY cheap flight across the Malaysian Peninsula with our family. The check-in was great & speedy, the service & flight itself nice, everyone was friendly and thus I can only recommend this nice and cheap airline!",airasia
Jon B,This travel was absolute comfort and I recommend it for any long haul trips. The fact that I was able to sleep between airports allowed me to arrive fresh and ready to start my holiday straight away.,airasia
JamesOngSg,"The seats are cramp and the leg space is small. The service is slow and the customer service is worse. If you ever contact them over email or facebook over an issue, it takes them more than 1 month to reply. The food is boring and disappointing on board.",airasia
Luka E,"I have been waiting for a refund for a year and a half since the flight was cancelled due to a pandemic. During that time I have been misled, given contradictory information and generic answers that were not in accordance with the questions asked. The most unprofessional service provider, all the other companies refunded the tickets promptly, but Trip and Malindo believe that honest business practices do not apply to them. I was issued a voucher on 11Feb and informed about it in Mid June because I complained that I cannot accept voucher since I am no longer in Asia and there is a ban on non-essential travelling. But for Trip.com and Malindo Air pandemic appears to a blessing, unlike to the rest of us. So when the voucher expires on 11Feb 2022, they will keep the money for the service they have not provided. CHOOSE OTHER COMPANIES. DECENT ONES. DO NOT BE FOOLED BY THE BOT POSITIVE COMMENTS AND GENERIC COMMENTS THEY ARE GOING TO LEAVE TO JUSTIFY THEIR CORRUPTIVE WAYS.",malindo
